first_name,dk_id,player_name,last_name,position,birth_date,team_id,id,dk_position,dk_id,city,updated_at,created_at,abbreviation,id,team_name
Anthony,7,Anthony Randolph,Randolph,Forward,1989-07-15,1610612743,201576,,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201576,Nuggets
Darrell,7,Darrell Arthur,Arthur,Forward,1988-03-25,1610612743,201589,PF,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201589,Nuggets
Jan,7,Jan Vesely,Vesely,Forward,1990-04-24,1610612743,202686,,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,202686,Nuggets
Kenneth,7,Kenneth Faried,Faried,Forward,1989-11-19,1610612743,202702,PF,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,202702,Nuggets
Will,7,Will Barton,Barton,Forward-Guard,1991-01-06,1610612743,203115,SG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203115,Nuggets
Jamaal,7,Jamaal Franklin,Franklin,Guard,1991-07-21,1610612743,203479,,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203479,Nuggets
Joffrey,7,Joffrey Lauvergne,Lauvergne,Center-Forward,1991-09-30,1610612743,203530,C,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203530,Nuggets
Gary,7,Gary Harris,Harris,Guard,1994-09-14,1610612743,203914,SG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203914,Nuggets
JaKarr,7,JaKarr Sampson,Sampson,Guard-Forward,1993-03-20,1610612743,203960,SF,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203960,Nuggets
Jusuf,7,Jusuf Nurkic,Nurkic,Center,1994-08-23,1610612743,203994,C,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203994,Nuggets
Nikola,7,Nikola Jokic,Jokic,Center,1995-02-19,1610612743,203999,C,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,203999,Nuggets
Emmanuel,7,Emmanuel Mudiay,Mudiay,Guard,1996-03-05,1610612743,1626144,PG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,1626144,Nuggets
Axel,7,Axel Toupane,Toupane,Guard-Forward,1992-07-23,1610612743,1626253,,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,1626253,Nuggets
Jermaine,9,Jermaine O'Neal,O'Neal,Center-Forward,1978-10-13,1610612744,979,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,979,Warriors
Mikki,9,Mikki Moore,Moore,Forward-Center,1975-11-04,1610612744,1630,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,1630,Warriors
Charlie,9,Charlie Bell,Bell,Guard,1979-03-12,1610612744,2294,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,2294,Warriors
Leandro,9,Leandro Barbosa,Barbosa,Guard,1982-11-28,1610612744,2571,PG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,2571,Warriors
Shaun,9,Shaun Livingston,Livingston,Guard,1985-09-11,1610612744,2733,PG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,2733,Warriors
Andre,9,Andre Iguodala,Iguodala,Guard-Forward,1984-01-28,1610612744,2738,SF,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,2738,Warriors
Anderson,9,Anderson Varejao,Varejao,Forward,1982-09-28,1610612744,2760,C,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,2760,Warriors
Andrew,9,Andrew Bogut,Bogut,Center,1984-11-28,1610612744,101106,C,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,101106,Warriors
Dwayne,9,Dwayne Jones,Jones,Forward-Center,1983-06-09,1610612744,101204,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,101204,Warriors
Hilton,9,Hilton Armstrong,Armstrong,Forward-Center,1984-11-23,1610612744,200756,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,200756,Warriors
Acie,9,Acie Law,Law,Guard,1985-01-25,1610612744,201151,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,201151,Warriors
Al,9,Al Thornton,Thornton,Forward,1983-12-07,1610612744,201154,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,201154,Warriors
Brandon,9,Brandon Rush,Rush,Forward-Guard,1985-07-07,1610612744,201575,SG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,201575,Warriors
Marreese,9,Marreese Speights,Speights,Forward-Center,1987-08-04,1610612744,201578,C,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,201578,Warriors
Stephen,9,Stephen Curry,Curry,Guard,1988-03-14,1610612744,201939,PG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,201939,Warriors
Mickell,9,Mickell Gladness,Gladness,Center,1986-07-26,1610612744,202148,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,202148,Warriors
Jordan,9,Jordan Crawford,Crawford,Guard,1988-10-23,1610612744,202348,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,202348,Warriors
Klay,9,Klay Thompson,Thompson,Guard,1990-02-08,1610612744,202691,SG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,202691,Warriors
Harrison,9,Harrison Barnes,Barnes,Forward,1992-05-30,1610612744,203084,SF,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203084,Warriors
Festus,9,Festus Ezeli,Ezeli,Center,1989-10-21,1610612744,203105,C,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203105,Warriors
Draymond,9,Draymond Green,Green,Forward,1990-03-04,1610612744,203110,PF,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203110,Warriors
Ognjen,9,Ognjen Kuzmic,Kuzmic,Center,1990-05-16,1610612744,203136,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203136,Warriors
Scott,9,Scott Machado,Machado,Guard,1990-06-08,1610612744,203159,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203159,Warriors
Nemanja,9,Nemanja Nedovic,Nedovic,Guard,1991-06-16,1610612744,203517,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203517,Warriors
Ian,9,Ian Clark,Clark,Guard,1991-03-07,1610612744,203546,SG,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203546,Warriors
James Michael,9,James Michael McAdoo,McAdoo,Forward,1993-01-04,1610612744,203949,PF,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,203949,Warriors
Kevon,9,Kevon Looney,Looney,Forward,1996-02-06,1610612744,1626172,,9,Golden State,2015-10-21 15:29:41,2015-10-21 15:29:41,GSW,1626172,Warriors
Earl,10,Earl Boykins,Boykins,Guard,1976-06-02,1610612745,1863,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,1863,Rockets
Jason,10,Jason Terry,Terry,Guard,1977-09-15,1610612745,1891,PG,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,1891,Rockets
Ming,10,Yao Ming,Yao,Center,1980-09-12,1610612745,2397,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,2397,Rockets
Josh,10,Josh Powell,Powell,Forward,1983-01-25,1610612745,2694,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,2694,Rockets
Dwight,10,Dwight Howard,Howard,Center,1985-12-08,1610612745,2730,C,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,2730,Rockets
Josh,10,Josh Smith,Smith,Forward,1985-12-05,1610612745,2746,PF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,2746,Rockets
Trevor,10,Trevor Ariza,Ariza,Forward,1985-06-30,1610612745,2772,SF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,2772,Rockets
Corey,10,Corey Brewer,Brewer,Guard-Forward,1986-03-05,1610612745,201147,SF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,201147,Rockets
Michael,10,Michael Beasley,Beasley,Forward,1989-01-09,1610612745,201563,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,201563,Rockets
Joey,10,Joey Dorsey,Dorsey,Center-Forward,1983-12-16,1610612745,201595,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,201595,Rockets
James,10,James Harden,Harden,Guard,1989-08-26,1610612745,201935,SG,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,201935,Rockets
Patrick,10,Patrick Beverley,Beverley,Guard,1988-07-12,1610612745,201976,PG,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,201976,Rockets
Marcus,10,Marcus Cousin,Cousin,Forward,1986-12-18,1610612745,202408,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,202408,Rockets
Courtney,10,Courtney Fortson,Fortson,Guard,1988-05-23,1610612745,202622,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,202622,Rockets
Donatas,10,Donatas Motiejunas,Motiejunas,Forward-Center,1990-09-20,1610612745,202700,PF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,202700,Rockets
Andrew,10,Andrew Goudelock,Goudelock,Guard,1988-12-07,1610612745,202726,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,202726,Rockets
Terrence,10,Terrence Jones,Jones,Forward,1992-01-09,1610612745,203093,PF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,203093,Rockets
Tim,10,Tim Ohlbrecht,Ohlbrecht,Center-Forward,1988-08-30,1610612745,203317,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,203317,Rockets
KJ,10,KJ McDaniels,McDaniels,Guard-Forward,1993-02-09,1610612745,203909,,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,203909,Rockets
Nick,10,Nick Johnson,Johnson,Guard,1992-12-22,1610612745,203910,SG,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,203910,Rockets
Clint,10,Clint Capela,Capela,Forward-Center,1994-05-18,1610612745,203991,PF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,203991,Rockets
Montrezl,10,Montrezl Harrell,Harrell,Forward,1994-01-26,1610612745,1626149,PF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,1626149,Rockets
Sam,10,Sam Dekker,Dekker,Forward,1994-05-08,1610612745,1626155,SF,10,Houston,2015-10-21 15:29:41,2015-10-21 15:29:41,HOU,1626155,Rockets
Grant,12,Grant Hill,Hill,Forward,1972-10-05,1610612746,255,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,255,Clippers
Paul,12,Paul Pierce,Pierce,Forward,1977-10-13,1610612746,1718,SF,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,1718,Clippers
Jamal,12,Jamal Crawford,Crawford,Guard,1980-03-20,1610612746,2037,SG,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,2037,Clippers
Hedo,12,Hedo Turkoglu,Turkoglu,Forward,1979-03-19,1610612746,2045,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,2045,Clippers
Bobby,12,Bobby Simmons,Simmons,Forward,1980-06-02,1610612746,2250,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,2250,Clippers
Chris,12,Chris Paul,Paul,Guard,1985-05-06,1610612746,101108,PG,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,101108,Clippers
JJ,12,JJ Redick,Redick,Guard,1984-06-24,1610612746,200755,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,200755,Clippers
Jeff,12,Jeff Green,Green,Forward,1986-08-28,1610612746,201145,SF,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201145,Clippers
Glen,12,Glen Davis,Davis,Forward-Center,1986-01-01,1610612746,201175,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201175,Clippers
DeAndre,12,DeAndre Jordan,Jordan,Center,1988-07-21,1610612746,201599,C,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201599,Clippers
Luc,12,Luc Mbah a Moute,Mbah a Moute,Forward,1986-09-09,1610612746,201601,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201601,Clippers
Blake,12,Blake Griffin,Griffin,Forward,1989-03-16,1610612746,201933,PF,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201933,Clippers
Jeff,12,Jeff Ayres,Ayres,Forward-Center,1987-04-29,1610612746,201965,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201965,Clippers
DaJuan,12,DaJuan Summers,Summers,Forward,1988-01-24,1610612746,201969,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201969,Clippers
Lester,12,Lester Hudson,Hudson,Guard,1984-08-07,1610612746,201991,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,201991,Clippers
Wesley,12,Wesley Johnson,Johnson,Forward-Guard,1987-07-11,1610612746,202325,SF,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202325,Clippers
Ekpe,12,Ekpe Udoh,Udoh,Forward,1987-05-20,1610612746,202327,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202327,Clippers
Cole,12,Cole Aldrich,Aldrich,Center,1988-10-31,1610612746,202332,C,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202332,Clippers
Willie,12,Willie Warren,Warren,Guard,1989-10-22,1610612746,202378,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202378,Clippers
Trey,12,Trey Thompkins,Thompkins,Forward,1990-05-29,1610612746,202717,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202717,Clippers
Travis,12,Travis Leslie,Leslie,Guard,1990-03-29,1610612746,202727,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,202727,Clippers
Austin,12,Austin Rivers,Rivers,Guard,1992-08-01,1610612746,203085,SG,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,203085,Clippers
Pablo,12,Pablo Prigioni,Prigioni,Guard,1977-05-17,1610612746,203143,PG,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,203143,Clippers
CJ,12,CJ Wilcox,Wilcox,Guard,1990-12-30,1610612746,203912,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,203912,Clippers
Branden,12,Branden Dawson,Dawson,Forward,1993-02-01,1610612746,1626183,,12,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAC,1626183,Clippers
Theo,13,Theo Ratliff,Ratliff,Center,1973-04-17,1610612747,689,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,689,Lakers
Joe,13,Joe Smith,Smith,Forward-Center,1975-07-26,1610612747,693,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,693,Lakers
Steve,13,Steve Nash,Nash,Guard,1974-02-07,1610612747,959,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,959,Lakers
Kobe,13,Kobe Bryant,Bryant,Forward-Guard,1978-08-23,1610612747,977,SG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,977,Lakers
Metta,13,Metta World Peace,World Peace,Forward,1979-11-13,1610612747,1897,SF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,1897,Lakers
Carlos,13,Carlos Boozer,Boozer,Forward,1981-11-20,1610612747,2430,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,2430,Lakers
Chris,13,Chris Duhon,Duhon,Guard,1982-08-31,1610612747,2768,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,2768,Lakers
Brandon,13,Brandon Bass,Bass,Forward,1985-04-30,1610612747,101138,PF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,101138,Lakers
Lou,13,Lou Williams,Williams,Guard,1986-10-27,1610612747,101150,PG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,101150,Lakers
Nick,13,Nick Young,Young,Forward-Guard,1985-06-01,1610612747,201156,SG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,201156,Lakers
Roy,13,Roy Hibbert,Hibbert,Center,1986-12-11,1610612747,201579,C,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,201579,Lakers
Christian,13,Christian Eyenga,Eyenga,Forward,1989-06-22,1610612747,201963,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,201963,Lakers
Devin,13,Devin Ebanks,Ebanks,Forward,1989-10-28,1610612747,202365,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,202365,Lakers
Derrick,13,Derrick Caracter,Caracter,Forward,1988-05-04,1610612747,202382,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,202382,Lakers
MarShon,13,MarShon Brooks,Brooks,Guard,1989-01-26,1610612747,202705,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,202705,Lakers
Robert,13,Robert Sacre,Sacre,Center,1989-06-06,1610612747,203135,C,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203135,Lakers
Vander,13,Vander Blue,Blue,Guard,1992-07-22,1610612747,203505,,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203505,Lakers
Ryan,13,Ryan Kelly,Kelly,Forward,1991-04-09,1610612747,203527,SF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203527,Lakers
Jordan,13,Jordan Clarkson,Clarkson,Guard,1992-06-07,1610612747,203903,PG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203903,Lakers
Jabari,13,Jabari Brown,Brown,Guard,1992-12-18,1610612747,203913,SG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203913,Lakers
Julius,13,Julius Randle,Randle,Forward,1994-11-29,1610612747,203944,PF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,203944,Lakers
Tarik,13,Tarik Black,Black,Center-Forward,1991-11-22,1610612747,204028,C,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,204028,Lakers
Anthony,13,Anthony Brown,Brown,Forward,1992-10-10,1610612747,1626148,SF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,1626148,Lakers
D'Angelo,13,D'Angelo Russell,Russell,Guard,1996-02-23,1610612747,1626156,PG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,1626156,Lakers
Larry,13,Larry Nance Jr.,Nance Jr.,Forward,1993-01-01,1610612747,1626204,PF,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,1626204,Lakers
Marcelo,13,Marcelo Huertas,Huertas,Guard,1983-05-25,1610612747,1626273,PG,13,L.A.,2015-10-21 15:29:41,2015-10-21 15:29:41,LAL,1626273,Lakers
Juwan,14,Juwan Howard,Howard,Forward,1973-02-07,1610612748,436,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,436,Heat
Ray,14,Ray Allen,Allen,Guard,1975-07-20,1610612748,951,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,951,Heat
Zydrunas,14,Zydrunas Ilgauskas,Ilgauskas,Center,1975-06-05,1610612748,980,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,980,Heat
Rashard,14,Rashard Lewis,Lewis,Forward,1979-08-08,1610612748,1740,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,1740,Heat
Eddie,14,Eddie House,House,Guard,1978-05-14,1610612748,2067,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2067,Heat
Shane,14,Shane Battier,Battier,Forward,1978-09-09,1610612748,2203,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2203,Heat
Joe,14,Joe Johnson,Johnson,Forward-Guard,1981-06-29,1610612748,2207,SF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2207,Heat
Amar'e,14,Amar'e Stoudemire,Stoudemire,Forward-Center,1982-11-16,1610612748,2405,PF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2405,Heat
Chris,14,Chris Bosh,Bosh,Forward,1984-03-24,1610612748,2547,PF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2547,Heat
Dwyane,14,Dwyane Wade,Wade,Guard,1982-01-17,1610612748,2548,SG,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2548,Heat
Udonis,14,Udonis Haslem,Haslem,Forward,1980-06-09,1610612748,2617,PF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2617,Heat
Luol,14,Luol Deng,Deng,Forward,1985-04-16,1610612748,2736,SF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2736,Heat
Dorell,14,Dorell Wright,Wright,Forward-Guard,1985-12-02,1610612748,2748,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,2748,Heat
Gerald,14,Gerald Green,Green,Forward,1986-01-26,1610612748,101123,SG,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,101123,Heat
Greg,14,Greg Oden,Oden,Center,1988-01-22,1610612748,201141,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,201141,Heat
Josh,14,Josh McRoberts,McRoberts,Forward,1987-02-28,1610612748,201177,PF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,201177,Heat
Goran,14,Goran Dragic,Dragic,Guard,1986-05-06,1610612748,201609,PG,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,201609,Heat
Henry,14,Henry Walker,Walker,Forward,1987-10-09,1610612748,201611,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,201611,Heat
Hassan,14,Hassan Whiteside,Whiteside,Center,1989-06-13,1610612748,202355,C,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,202355,Heat
Tyler,14,Tyler Johnson,Johnson,Guard,1992-05-07,1610612748,204020,SG,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,204020,Heat
Zoran,14,Zoran Dragic,Dragic,Guard-Forward,1989-06-22,1610612748,204054,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,204054,Heat
Justise,14,Justise Winslow,Winslow,Forward,1996-03-26,1610612748,1626159,SF,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,1626159,Heat
Josh,14,Josh Richardson,Richardson,Guard,1993-09-15,1610612748,1626196,SG,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,1626196,Heat
Briante,14,Briante Weber,Weber,Guard,1992-12-29,1610612748,1627362,,14,Miami,2015-10-21 15:29:41,2015-10-21 15:29:41,MIA,1627362,Heat
Joel,15,Joel Przybilla,Przybilla,Center,1979-10-10,1610612749,2038,,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,2038,Bucks
Carlos,15,Carlos Delfino,Delfino,Guard-Forward,1982-08-29,1610612749,2568,,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,2568,Bucks
Marquis,15,Marquis Daniels,Daniels,Forward,1981-01-07,1610612749,2605,,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,2605,Bucks
Steve,15,Steve Novak,Novak,Forward,1983-06-13,1610612749,200779,SF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,200779,Bucks
O.J.,15,O.J. Mayo,Mayo,Guard,1987-11-05,1610612749,201564,SG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,201564,Bucks
Jerryd,15,Jerryd Bayless,Bayless,Guard,1988-08-20,1610612749,201573,PG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,201573,Bucks
Jon,15,Jon Brockman,Brockman,Forward,1987-03-20,1610612749,201972,,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,201972,Bucks
Greg,15,Greg Monroe,Monroe,Center-Forward,1990-06-04,1610612749,202328,PF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,202328,Bucks
Greivis,15,Greivis Vasquez,Vasquez,Guard,1987-01-16,1610612749,202349,PG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,202349,Bucks
Chris,15,Chris Wright,Wright,Forward,1988-09-30,1610612749,202874,,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,202874,Bucks
John,15,John Henson,Henson,Forward,1990-12-28,1610612749,203089,PF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203089,Bucks
Miles,15,Miles Plumlee,Plumlee,Center,1988-09-01,1610612749,203101,C,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203101,Bucks
Khris,15,Khris Middleton,Middleton,Guard-Forward,1991-08-12,1610612749,203114,SG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203114,Bucks
Michael,15,Michael Carter-Williams,Carter-Williams,Guard,1991-10-10,1610612749,203487,PG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203487,Bucks
Giannis,15,Giannis Antetokounmpo,Antetokounmpo,Forward,1994-12-06,1610612749,203507,SF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203507,Bucks
Tyler,15,Tyler Ennis,Ennis,Guard,1994-08-24,1610612749,203898,PG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203898,Bucks
Johnny,15,Johnny O'Bryant,O'Bryant,Forward-Center,1993-06-01,1610612749,203948,PF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203948,Bucks
Jabari,15,Jabari Parker,Parker,Forward,1995-03-15,1610612749,203953,PF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203953,Bucks
Damien,15,Damien Inglis,Inglis,Forward,1995-05-20,1610612749,203996,SF,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,203996,Bucks
Rashad,15,Rashad Vaughn,Vaughn,Guard,1996-08-16,1610612749,1626173,SG,15,Milwaukee,2015-10-21 15:29:41,2015-10-21 15:29:41,MIL,1626173,Bucks
Kevin,16,Kevin Garnett,Garnett,Forward,1976-05-19,1610612750,708,PF,16,Minnesota,2015-10-21 15:29:41,2015-10-21 15:29:41,MIN,708,Timberwolves
Brad,16,Brad Miller,Miller,Center-Forward,1976-04-12,1610612750,1802,,16,Minnesota,2015-10-21 15:29:41,2015-10-21 15:29:41,MIN,1802,Timberwolves
